0.0,.0
2.0,.004
2.5,.018
3.0,.013
3.5,.040
4.0,.039
4.5,-.052
5.0,-.040
5.5,-.060
6.0,-.060
6.5,-.039
7.0,-.127
7.5,-.034
8.0,-.209
8.5,-.168
9.0,-.029
9.5,-.160
10.0,-.346
10.5,-.156
11.0,-.071
11.5,-.215
12.0,-.468
12.5,-.368
13.0,-.199
13.5,-.331
14.0,-.347
14.5,-.250
15.0,-.494
